name,GALEX_NUV,WISE_3.4,SPIRE_250,t,type,n,q
NGC3182,0.0013379303496600002,0.06432223852300001,0.603745737794,0.3,0,4.06,0.83
NGC3198,0.029297079261,0.278076940872,18.5666507965,5.2,1,1.49,0.37
UGC05570,1.61929843648E-4,0.00393025627868,0.116303414771,4.1,1,1.1,0.19
HS98117,5.58338735544E-5,0.00894677498509,-0.12975665162699998,10.0,1,19.98,0.58
NGC3226,0.00833375357261,0.526031466599,12.3962964343,-4.8,0,4.92,0.78
NGC3227,0.00830343305106,0.520807038264,13.563839144000001,1.5,1,15.38,0.52
UGC05612,0.011930502139000002,0.060206193705199994,1.68747928367,8.0,1,1.46,0.81
IC0610,,0.0491257796251,2.7997702542500003,3.7,1,0.92,0.1
NGC3245A,8.615936282519999E-4,0.0122995520075,0.624878225243,3.3,1,1.49,0.14
NGC3256,0.014955035763,0.29284678074799997,36.1456555494,4.0,1,2.64,0.76
IC2574,0.0520839197344,0.134458592796,3.2091402405799996,8.9,1,0.95,0.41
NGC3254,0.00672360047722,0.0982394682572,3.93584065855,4.0,1,4.25,0.32
UGC05692,0.0022467641838,0.02874874403,0.408653489807,8.8,1,1.29,0.58
UGC05686,6.132393500680001E-4,0.0019568769392600003,0.182052661226,9.7,1,1.0,0.8
UGC05689,5.993712414330001E-4,0.0112009366895,1.2299422982700001,6.4,1,0.89,0.17
NGC3283,,0.266221999043,2.9094821534099995,-1.9,0,4.81,0.66
UGC05720,0.005421037576989999,0.0262810264934,1.56479220486,9.8,1,5.07,0.69
NGC3277,0.00297829512354,0.115231413627,1.42888391823,1.8,1,5.2,0.82
NGC3252,0.00203151414417,0.0353606844603,2.1255608524,7.4,1,1.28,0.22
NGC3287,0.00450298987696,0.047437774333600004,3.68584688013,7.6,1,0.84,0.35
NGC3294,0.009652642431410001,0.17946191081,12.5054596927,5.1,1,0.78,0.46
NGC3301,0.00103262915744,0.13807540314300001,0.31373737725,-0.4,0,4.37,0.38
NGC3338,0.0198104844508,0.195363092608,13.2830022648,5.0,1,1.73,0.55
NGC3346,0.0080307853599,0.0843421443845,5.78172872826,5.9,1,0.71,0.89
NGC3351,0.029198664963099998,0.776785980386,31.329566424499998,3.1,1,5.8,0.86
UGC05846,0.0010606482865499998,0.0029032888118699996,0.0354462282066,9.9,1,0.59,0.82
NGC3353,0.00610481819149,0.0274224855858,2.13269758647,4.1,1,2.69,0.64
NGC3370,0.00865434475846,0.0725911278372,6.705298057719999,5.1,1,1.53,0.55
NGC3348,0.00267951506386,0.297916452938,-0.32206074991300004,-4.8,0,4.45,0.87
NGC3380,0.00197065229537,0.0426956573298,1.18478228403,1.0,1,2.0,0.53
NGC3381,0.005911365225130001,0.0361104768966,2.7406616284900003,3.6,1,1.44,0.74
NGC3364,0.00280833479981,0.0313228999928,2.1269305575,5.0,1,1.03,0.8
NGC3395,0.0249839040177,0.0965489715296,7.81399489286,5.8,1,1.31,0.54
NGC3396,0.0249335279773,0.0963215107652,7.79159157661,9.3,1,2.89,0.41
UGC05958,2.4573973537499996E-4,0.010481064848899999,0.6168265170880001,4.0,1,1.24,0.16
NGC3414,0.0016405216601800001,0.247283297942,0.602384677811,-2.0,0,5.6,0.75
NGC3413,0.00435742015743,0.022781965436299997,1.22191662029,-1.1,0,2.01,0.5
NGC3424,0.00245317253786,0.117176634499,9.240288767480001,3.1,1,1.71,0.22
UGC05955,4.09560427491E-4,0.023192461182300003,0.0253917238308,-4.9,0,3.79,0.94
NGC3430,0.010867234404200002,0.106193546094,8.22854638459,5.1,1,1.17,0.5
NGC3437,0.006184398377640001,0.11352962766899999,8.86628143875,5.2,1,1.07,0.34
UGC05990,5.65329502229E-4,0.010208508200299999,0.672634501029,2.1,1,1.58,0.24
NGC3440,0.00282503674111,0.00982787103793,0.78156850398,3.6,1,3.59,0.3
NGC3403,0.00422785549404,0.052595762452400004,3.47106503535,4.0,1,1.27,0.34
UGC06016,0.0014757312197,0.00248653535675,0.0640060980766,9.9,1,1.12,0.42
UGC06023,0.0038283587915500005,0.029651034667599996,2.60467942344,6.5,1,0.92,0.45
NGC3454,0.00121778579945,0.0290471955173,1.94311869194,5.4,1,0.5,0.14
NGC3455,0.00600001551107,0.0275014653763,2.4601001906,3.1,1,0.93,0.58
NGC3445,0.00927919158198,0.026851241277299997,2.4475659438900004,8.8,1,0.98,0.77
NGC3448,0.00895589949201,0.0646320631443,5.1303260345099995,3.8,1,2.88,0.32
NGC3458,3.04989942101E-4,0.060302308397199994,-0.007241488558029999,-2.0,0,3.53,0.69
NGC3485,0.00699549506159,0.0676292990837,3.8884873618,3.2,1,1.25,0.82
NGC3488,0.0028856086696399997,0.038872657753499996,1.75587877252,5.2,1,0.83,0.65
